,Component_1,Component_2,Component_3,Component_4,label
1000,4.5011015,4.781544,8.540666,2.345345,7
1001,4.309579,3.9149249,9.703508,1.9602177,5
1002,4.046597,4.4318933,9.88804,3.7374585,7
1003,3.012058,0.78648096,9.0003195,3.0890412,2
1004,4.0795326,2.9447627,9.718845,3.4494903,3
1005,4.7418666,2.5998027,9.2159815,2.5259461,8
1006,5.678593,3.5888171,8.274574,3.6555326,7
1007,4.021515,5.2680316,8.184394,3.6206434,3
1008,4.903776,2.854928,10.480745,3.627315,10
1009,4.7125354,3.547455,9.363683,3.4822206,5
1010,3.8756485,3.1701088,9.0953455,2.806393,1
1011,3.769856,4.3698215,9.420289,1.88084,3
1012,5.2364526,4.616484,9.465951,3.522029,5
1013,4.3804717,3.100412,9.900174,3.094601,4
1014,4.367126,4.3546968,7.429118,5.4968867,7
1015,5.260692,3.2915366,9.208976,3.0732877,10
1016,4.9880486,4.405438,8.029093,3.6086924,8
1017,4.481754,4.3297057,7.7033987,4.966491,8
1018,5.501978,4.427243,9.12266,3.958467,10
1019,5.010134,3.858744,9.065367,2.1262953,8
1020,3.9339993,4.3880014,8.879722,3.4408853,10
1021,5.4356213,4.1443777,9.404927,2.7722158,6
1022,4.6285477,4.7034664,9.596097,3.7302263,7
1023,4.0569615,5.2692046,9.461929,3.3040533,5
1024,4.259922,5.350649,9.476758,2.4425983,1
1025,4.130044,2.2832723,9.69781,2.823975,3
1026,4.2619805,4.1754804,9.403064,1.8836092,7
1027,4.682255,5.315145,8.816684,3.4835563,8
1028,5.0388484,3.351338,8.826092,2.530847,7
1029,4.6106043,2.7877014,9.806768,3.855773,7
1030,5.175915,3.453215,9.928571,2.6250973,4
1031,4.1898904,1.6044998,10.499823,2.396958,9
1032,4.4075923,4.887252,9.2657,1.9818537,5
1033,3.7257931,4.117811,9.140426,3.3522794,4
1034,4.1366215,4.190666,8.597843,4.274838,4
1035,3.7988343,4.0683827,9.268564,2.6180348,10
1036,4.5344124,3.938404,9.328135,2.299947,3
1037,5.372408,3.3055277,9.428091,3.588236,8
1038,5.671972,4.599141,9.304555,3.5852218,4
1039,4.4299726,3.5333207,8.798914,4.183591,9
1040,4.637764,2.2938657,10.338625,2.734609,10
1041,4.559505,1.9772146,9.039902,3.4259255,3
1042,5.1866097,4.02278,8.269228,3.599333,4
1043,4.0019817,2.3578014,9.439461,3.4313552,8
1044,5.315442,3.486823,8.889183,2.1467216,10
1045,4.3347406,3.7368999,8.0452175,5.020552,8
1046,4.3891654,5.417754,8.934524,3.119465,4
1047,4.5138493,3.7814827,7.6234846,5.261915,5
1048,5.631269,3.5491393,9.093931,2.531226,4
1049,4.319585,3.4200397,8.725968,4.009989,1
1050,5.1072702,4.6197906,8.285121,2.9947767,5
1051,4.442185,2.4180052,9.643615,3.9727838,1
1052,5.092738,4.551489,9.60266,2.9527597,4
1053,4.4736323,3.2140703,9.801581,3.2124362,1
1054,3.7376182,1.1783608,9.023801,3.111466,7
1055,4.45034,3.700513,9.748166,3.5157409,6
1056,4.228088,5.1082926,8.253189,4.0147443,8
1057,4.7352133,3.3336358,10.534747,2.8102162,1
1058,3.9685392,4.595043,9.14604,3.52802,6
1059,3.156342,3.049981,10.068894,2.412039,4
1060,3.6355052,0.6888367,9.015322,2.9685185,9
1061,4.0835867,2.826475,9.83546,3.346506,7
1062,5.3446245,4.4633493,9.840752,3.9039729,7
1063,3.8605301,5.367716,9.347605,2.9190528,6
1064,4.2505226,1.2813503,9.700868,2.570384,5
1065,5.151404,5.4510365,10.456565,3.4698086,7
1066,5.235054,5.2865686,10.447092,3.7654517,1
1067,4.086019,3.787512,8.014236,4.60049,10
1068,5.7179823,3.952173,8.155269,3.8255527,4
1069,4.3432927,4.8005385,9.075015,1.9396954,8
1070,4.224902,4.086837,9.419777,2.2878785,3
1071,4.4649787,4.254908,8.517632,4.6591935,5
1072,4.0456767,2.474879,10.635993,2.620856,1
1073,4.9416704,4.545219,9.080062,4.1685476,7
1074,4.5184245,2.7822337,10.478417,2.9294398,3
1075,4.398651,1.9719573,9.340069,3.5580292,8
1076,5.1762857,4.006063,8.208401,3.6381009,3
1077,4.4204793,5.36467,9.312859,2.2455504,4
1078,5.042906,3.8668797,8.9965925,3.06701,3
1079,3.888791,0.85317767,9.186828,2.9293728,9
1080,3.335444,0.8052943,9.397076,2.7021058,10
1081,4.4927125,1.0474122,9.4554,2.9296021,4
1082,4.7084723,3.1728253,10.522557,2.7984252,4
1083,5.337587,4.3465424,9.004138,4.206427,6
1084,4.975485,5.242217,8.725558,2.8642461,3
1085,5.7057137,3.4809444,8.778842,3.276917,4
1086,3.743339,5.332215,8.9129305,3.0730255,7
1087,4.5599685,4.3068366,8.149102,2.857374,8
1088,4.2855177,4.667775,9.748819,3.6474583,1
1089,4.0721116,2.7608154,8.908872,3.5424297,10
1090,4.251516,3.8600426,10.138717,2.7361913,1
1091,4.124228,4.921116,8.008047,4.609545,10
1092,4.0952306,1.1700104,10.648294,2.073204,8
1093,5.5877776,4.2333155,9.446968,2.9619715,3
1094,4.882614,2.755875,8.933568,3.5979037,3
1095,4.667996,3.3021462,10.321117,3.2739801,8
1096,5.6281962,3.58211,9.202639,2.5787363,10
1097,3.6868029,0.9929615,9.420962,3.0366507,3
1098,5.1681247,5.137344,9.25152,3.0495179,7
1099,5.3087945,5.4593844,10.579603,3.6517532,5
1100,5.385429,4.4088516,9.568116,3.3111537,4
1101,4.335231,3.8838565,10.065109,2.127547,5
1102,3.820702,4.2915435,8.566397,3.05088,9
1103,4.2166877,5.57719,8.8704405,3.1063776,1
1104,4.091722,5.0830894,9.234322,2.4419675,1
1105,4.4736824,2.4973364,10.4835,2.7765288,5
1106,5.005574,3.7926266,8.697059,3.7521732,4
1107,4.4117737,3.9293113,7.5370736,5.440661,1
1108,4.397746,4.38913,7.444083,5.4603066,10
1109,4.7178807,3.0193236,10.313575,3.418157,10
1110,5.140879,3.491067,8.50463,2.6362555,7
1111,3.952451,4.6270647,8.620275,3.4181526,8
1112,4.3503222,8.71739,6.182844,-0.39637437,9
1113,4.529435,4.563645,9.617127,3.8056226,3
1114,4.509748,3.2809968,8.542793,4.1353707,8
1115,5.1451316,5.0694556,10.255671,3.8236053,7
1116,4.858216,2.978895,10.251231,2.9649105,8
1117,4.008016,4.063339,9.008761,3.6614902,5
1118,5.0876946,3.1381247,8.794102,3.4260345,3
1119,2.9683573,0.6886913,9.128886,2.7608054,7
1120,4.0151396,2.8270652,8.890013,3.334517,3
1121,3.4717402,4.602711,9.672564,2.1700861,10
1122,3.7085967,0.99801123,9.36297,2.579176,8
1123,5.726655,3.7277367,8.34693,3.4144127,9
1124,4.048806,1.0685064,10.7383,1.9758571,4
1125,4.3629937,3.2631888,9.8635435,3.827028,4
1126,3.8867948,3.9465973,8.808136,3.5315118,3
1127,4.1548448,3.8976882,9.199518,4.2271457,2
1128,5.313803,5.339419,10.582227,3.7821417,1
1129,4.277281,2.5648348,10.095893,2.379235,5
1130,5.107152,3.6922722,8.334573,2.6231174,1
1131,4.345896,8.719989,6.1800313,-0.39938965,6
1132,4.356257,3.6296797,7.7055254,5.224764,9
1133,4.5057693,2.2488503,10.666028,2.8170252,1
1134,5.103605,4.188177,8.89744,3.1393058,8
1135,3.8392916,4.642798,9.931182,2.2589123,3
1136,4.4489074,5.417872,8.6175,2.9540048,5
1137,3.169623,0.6358846,9.445558,3.097344,6
1138,4.8812776,4.530463,9.629063,1.8884139,9
1139,4.7292905,2.853409,9.138075,2.088287,3
1140,3.5133023,0.8099473,9.055553,3.1363304,3
1141,4.891339,4.5173516,8.048206,3.5514731,9
1142,4.230915,2.1687384,9.183136,2.703472,5
1143,5.267222,4.883382,8.994498,3.5137248,10
1144,4.5664,4.043941,9.195581,2.079841,8
1145,3.5607219,0.6924365,8.9334545,3.354951,7
1146,4.447261,0.993804,9.014507,3.1326437,7
1147,4.3623276,4.3910503,7.802607,4.8526936,4
1148,4.6019354,4.892337,8.8663,2.3676834,8
1149,4.388595,2.3263223,10.705062,2.7774284,4
1150,3.8754861,4.1197653,8.658124,3.488531,6
1151,4.631872,3.768215,10.056987,2.0160584,8
1152,4.321275,3.5240555,10.265305,2.6377475,8
1153,4.33914,5.485412,9.124523,2.7151859,10
1154,3.90367,1.1535798,9.027645,3.2523904,4
1155,5.226419,3.0567148,9.526543,2.3777905,4
1156,3.601592,3.1889708,10.495345,2.6598654,7
1157,3.8945436,5.2905173,9.694335,2.4421105,10
1158,4.0608587,1.3416591,9.073878,3.2003224,4
1159,4.9866796,3.554459,8.760694,3.547324,4
1160,3.5995116,0.9201379,9.105417,2.874869,1
1161,3.746002,4.7907114,9.280849,2.0265346,2
1162,4.805591,3.8260841,9.435049,2.6242883,4
1163,3.8669512,4.731779,8.791915,3.5012915,3
1164,5.8446746,3.7844968,8.370478,3.4652214,4
1165,5.597033,3.3663044,9.2857895,2.5035217,7
1166,4.327826,3.9036367,7.752374,5.29238,6
1167,3.3601167,3.0976822,9.7580595,2.3305087,8
1168,5.465149,3.9295027,9.530343,2.9363952,10
1169,4.9571896,4.378687,9.60122,2.884875,5
1170,3.1873095,0.895503,9.500298,3.1262858,3
1171,3.4727018,0.6560226,9.477274,2.922414,2
1172,3.6771712,3.4333904,9.88348,2.5739832,7
1173,5.2151775,5.124443,10.142571,3.831772,9
1174,4.8112907,4.415458,8.020364,3.3566716,8
1175,4.151273,4.8106904,8.156213,2.9882581,3
1176,5.615148,3.8901522,8.839137,2.4218423,8
1177,5.6721187,3.752396,8.342092,3.2469835,4
1178,4.427271,3.963145,9.313472,3.8070903,7
1179,4.2969203,1.0714612,9.46994,2.832558,10
1180,4.368018,2.9517515,9.456371,2.553778,3
1181,4.3634624,3.8632183,9.10623,1.9054682,7
1182,4.478981,4.312268,7.6719995,4.988234,10
1183,5.193928,3.811294,9.645254,2.5139673,3
1184,3.7543938,0.78541744,8.979769,3.1916234,10
1185,3.915316,4.2326612,9.685292,3.802346,7
1186,4.6673713,4.564029,8.989172,4.185021,8
1187,4.391873,4.405362,7.414466,5.487236,3
1188,3.768823,4.6284175,8.464599,3.388953,5
1189,3.9646432,3.8918178,8.979339,2.971073,8
1190,5.2681074,3.1101933,9.213647,2.8219872,5
1191,5.1750903,4.613543,8.712489,3.8658268,5
1192,4.3131866,1.2235512,8.92376,3.152833,4
1193,5.519692,4.939707,8.967463,3.1508753,8
1194,4.839358,3.332656,10.226013,3.645341,4
1195,4.71942,5.4335227,9.875643,2.7942402,8
1196,3.1588652,4.3868523,9.828767,2.2838898,8
1197,4.8707027,3.0529382,8.982478,3.452585,10
1198,4.8997583,3.6377633,9.09887,2.2500484,4
1199,5.39814,3.8214169,8.437713,3.9263413,5
1200,5.3600407,3.3015597,9.105215,2.3570313,3
1201,4.4541135,3.8999984,10.020377,2.0483792,4
1202,3.579509,0.71801513,9.212749,2.837971,3
1203,4.8710814,4.591066,9.660546,1.9188159,4
1204,5.25341,2.968106,9.604367,2.4876323,6
1205,5.424487,3.2657478,8.721764,3.1211658,8
1206,3.7792323,4.562085,8.543927,3.4103322,5
1207,4.9154124,4.8492837,8.925836,4.161157,7
1208,4.6414537,2.978904,10.18414,2.7594204,3
1209,4.743062,4.9980044,8.755423,2.403165,7
1210,3.7258582,0.89984494,9.148065,3.1197617,4
1211,4.224542,2.4841464,9.924816,3.920349,9
1212,4.3374763,3.7073696,7.7294765,5.2505136,3
1213,3.9756007,1.2272441,8.957589,3.0269718,3
1214,4.969489,4.434155,9.483059,3.7941628,4
1215,5.72809,3.9406214,8.152463,3.8027725,10
1216,4.0402794,4.398776,8.806819,3.9100482,3
1217,4.9315844,4.7117476,8.840495,3.8939826,5
1218,5.2560577,4.1495485,9.112999,4.219969,1
1219,4.6487975,2.5342999,10.501745,3.6435466,8
1220,4.208899,2.992084,8.763484,3.8218863,8
1221,4.1986523,4.276636,8.931496,3.4246795,8
1222,3.2737608,3.7880454,9.763757,2.676626,10
1223,4.8489375,5.5614715,9.995477,2.8564663,4
1224,4.5038004,1.0138564,9.463952,2.882441,1
1225,4.12794,4.5519705,9.78675,3.7009938,2
1226,4.303906,3.342847,8.589236,3.7597935,10
1227,3.6988418,0.99329203,9.350819,3.042392,1
1228,4.7469945,2.7633672,10.053301,3.8547568,9
1229,4.4549813,4.561172,7.5378885,5.2770104,5
1230,4.5382195,3.968082,8.866043,2.0469983,9
1231,4.3667583,2.3020747,10.709418,3.0838778,5
1232,4.5114517,3.163649,10.50015,3.2901947,3
1233,4.6752224,3.2419367,10.570907,2.8070245,3
1234,5.6905074,3.5964653,8.335879,3.5314696,8
1235,4.13579,2.1092834,9.231083,3.1084075,4
1236,4.3022428,5.5735593,8.829793,3.246545,7
1237,4.5300426,4.534736,8.370828,2.36785,4
1238,5.09107,5.340002,10.372432,3.4938192,4
1239,3.3003736,1.7914201,8.65268,3.710685,8
1240,3.9797997,4.203844,8.657684,4.117995,8
1241,4.2573833,2.9628446,8.728202,3.5336664,4
1242,3.7670307,4.2217097,8.68714,3.6522973,7
1243,4.6279006,3.287974,9.185348,4.0334864,5
1244,4.0905423,2.8958776,9.504408,2.2270267,4
1245,4.235513,3.921322,7.921019,4.8330956,8
1246,4.388137,3.949884,9.740779,2.0583243,9
1247,4.642816,5.4430866,9.577271,2.7271087,3
1248,5.4799833,3.7835484,8.487478,2.8712175,1
1249,3.53364,1.0602064,9.789714,2.9350736,1
1250,4.190023,3.8182516,9.916755,2.1156871,2
1251,4.178576,1.944295,9.176584,2.652406,8
1252,3.8374267,4.5540204,8.52754,3.3940463,2
1253,3.8080173,4.8955746,9.298064,2.050885,10
1254,3.9646218,4.1658964,9.329604,1.9318614,9
1255,4.1374736,5.3204193,8.370798,4.2312875,1
1256,3.9845345,0.94574094,9.0791445,3.104605,8
1257,4.258481,3.05654,8.247423,4.319796,7
1258,4.9185143,3.0290298,10.517261,3.7004666,6
1259,4.254251,4.1257143,10.343512,2.8914604,10
1260,3.600868,4.732228,9.4285555,2.1060648,8
1261,4.37195,8.6970625,6.2030206,-0.37625942,1
1262,4.2417336,4.478587,9.197966,3.4653413,3
1263,4.1459804,4.747356,9.744285,3.397527,4
1264,4.75403,4.998175,9.396477,2.8873048,7
1265,3.3244371,2.8103752,9.877416,2.532261,7
1266,3.7482195,0.8897033,9.0939665,3.2238896,10
1267,4.7518706,4.735169,8.974297,3.71497,3
1268,3.8131113,4.195681,8.821905,3.3676958,3
1269,4.216735,1.9084597,8.917768,3.5489514,7
1270,3.6008847,1.5206752,9.173566,3.4343932,10
1271,4.6060395,3.370092,9.148956,3.830294,10
1272,3.1522634,0.79880923,8.912879,3.2788866,10
1273,4.2241216,2.8143091,9.266529,2.29405,3
1274,3.9422102,3.4787955,8.913144,3.364294,8
1275,3.8016841,4.854485,9.646115,2.3543837,8
1276,5.0243278,4.373601,8.408207,3.6219933,9
1277,4.5979095,0.86084783,9.236911,3.0378213,8
1278,4.9276133,3.6819808,9.602366,2.2667882,5
1279,4.6424465,2.7535737,8.797668,3.0813756,10
1280,3.4250877,2.753304,9.634512,2.9764862,4
1281,4.947488,3.4730864,9.30434,4.127109,1
1282,5.120245,3.5963628,9.670282,2.7100055,4
1283,4.484355,2.5374877,10.581343,2.8034143,10
1284,4.19971,5.17459,8.974453,3.5021253,9
1285,3.7395914,4.715162,9.855656,2.1932075,9
1286,5.5861397,4.3287272,9.464189,3.2195044,10
1287,3.9113567,4.906805,8.204137,4.083735,4
1288,4.2229342,3.654748,8.324395,4.7223916,4
1289,5.336261,4.566187,9.513398,2.4346364,4
1290,3.2434795,0.6938781,9.029025,3.4372635,4
1291,4.375948,2.428401,10.400772,2.93686,4
1292,3.4785368,0.65007085,9.066801,3.0411339,10
1293,5.1818547,5.349554,10.4461355,3.67495,8
1294,4.236505,4.0564075,9.752145,3.7710314,9
1295,3.6911457,0.90795,9.114861,3.1358774,5
1296,4.6113405,4.345966,7.9437685,3.34549,1
1297,3.1945884,1.1116177,9.56715,2.6565046,6
1298,5.3610306,3.464914,9.257099,2.6497521,6
1299,4.7701,4.3679714,7.9905367,5.1275687,4
1300,4.877314,3.8270493,8.727455,3.8350716,10
1301,4.4893465,4.9626107,9.279447,2.4672372,3
1302,4.2735863,4.038342,8.950588,4.275486,9
1303,4.326256,4.308828,9.858868,2.2546635,3
1304,5.262807,3.2388322,9.733282,2.5522087,4
1305,4.5616255,2.1388195,9.661555,3.607296,10
1306,4.1058598,2.8316886,9.412074,2.6114144,4
1307,4.0624747,1.0826876,10.722884,1.9922516,3
1308,5.325757,3.6000786,9.002926,2.856364,7
1309,4.0216017,5.4774055,8.629602,3.3950148,5
1310,4.3404126,2.7720506,10.616227,3.273493,6
1311,4.8473654,3.9493558,8.911608,3.531362,4
1312,3.7988117,1.0441985,9.547172,2.9036453,3
1313,4.145847,2.1403248,9.108955,2.9515576,8
1314,3.555893,0.7784257,9.105566,3.034392,3
1315,4.4375434,4.120023,10.287838,2.7813702,8
1316,4.354612,2.6515198,10.110816,2.393142,5
1317,3.4737015,4.7711854,9.468332,2.172446,1
1318,4.6831613,4.2211156,8.473187,3.6292408,3
1319,4.34224,3.8158011,7.8788733,5.1411104,7
1320,3.7589872,4.9933643,9.506861,2.3946776,5
1321,5.1506214,4.478901,8.570469,3.9011252,8
1322,4.524302,4.971719,8.998543,2.942898,3
1323,5.025943,3.1955338,9.042912,3.4698792,9
1324,5.388277,3.7438426,8.17246,3.2708092,4
1325,4.2061386,3.8613222,10.038531,3.6808038,4
1326,5.389276,4.421948,9.371783,3.5620515,4
1327,4.7394977,4.569404,8.980214,4.4980617,9
1328,4.323778,1.3894267,9.188257,2.7306528,9
1329,3.8471277,4.1114926,8.774109,2.6476948,4
1330,4.0583134,5.2497206,9.169786,2.3962777,2
1331,5.099465,3.485934,8.513616,2.6060085,4
1332,3.0976207,3.853758,10.188554,2.2247849,5
1333,3.9345493,4.1737747,9.418728,2.0416174,3
1334,3.1874747,0.6497439,9.053676,3.1607728,8
1335,4.19529,5.0607,8.018851,4.4996676,9
1336,3.5114632,0.7508475,8.85945,3.412253,1
1337,5.310861,3.3414252,9.231623,2.296464,5
1338,3.8309445,4.0378504,9.490845,3.9154909,2
1339,3.3779347,0.62417173,9.049682,3.1972275,8
1340,4.396458,1.7333235,9.450163,3.3147464,10
1341,3.908817,4.6904874,9.931016,2.3851135,4
1342,3.627839,4.8811693,9.345901,1.8246013,10
1343,5.1970367,4.109542,9.9087,3.579277,9
1344,5.3301167,3.81126,9.708365,2.7144186,9
1345,4.28164,4.5818067,9.602226,2.0912695,3
1346,4.228636,1.8044512,9.597938,2.4569929,5
1347,5.5084114,3.3010073,9.330991,2.7359812,9
1348,3.9452143,5.2434974,8.904918,3.0398202,10
1349,4.367809,4.2377877,9.160088,2.0038712,8
1350,4.558346,4.2766604,7.7462363,5.392215,7
1351,4.176907,5.311386,8.234004,3.830199,4
1352,4.8380427,4.5464807,8.690375,2.1944597,5
1353,4.71914,3.6324444,8.682685,2.4802423,5
1354,4.0973167,1.968157,9.266884,2.9397647,3
1355,4.8920245,4.4809976,8.269529,4.8979473,3
1356,5.185529,4.211335,9.514885,3.4045577,5
1357,4.384422,4.710122,9.013926,3.2000942,6
1358,3.2007897,0.5881706,9.130904,2.9836123,7
1359,4.136035,1.7222328,9.086424,3.0093882,3
1360,3.7136436,1.0123369,9.199441,2.9047685,8
1361,4.6656528,4.7123632,8.798719,2.354414,3
1362,4.0333805,4.1550665,9.369738,1.9841739,7
1363,3.9747636,2.0527098,9.274581,2.8856773,3
1364,4.850432,4.966569,9.135353,4.022092,5
1365,3.2537413,3.4123929,10.008993,2.5237205,10
1366,4.444696,0.8658422,9.075767,3.1587465,3
1367,4.971937,3.0895836,9.208716,3.025298,10
1368,4.4289966,2.402093,9.086721,3.1838877,7
1369,3.5588353,3.8519366,9.745149,2.1088126,10
1370,4.203323,4.883734,8.260657,4.429449,9
1371,4.338325,3.7902002,9.791268,2.1418326,8
1372,3.5445015,2.0147812,9.542061,2.879682,10
1373,5.425069,3.9696834,9.201921,3.6550038,4
1374,3.1303895,3.1063578,10.083996,2.425346,3
1375,4.1687527,1.21948,9.380132,2.8641064,5
1376,3.968228,5.344054,8.686301,3.6268148,4
1377,5.205951,3.548577,9.670105,2.1823437,9
1378,5.077056,3.9121606,9.088817,4.2792883,8
1379,4.1769786,3.094456,8.73321,3.8129258,5
1380,3.66967,4.6447415,8.757786,2.922037,10
1381,4.044964,2.4175634,9.71903,3.4270778,4
1382,4.318976,4.5551867,7.6274166,5.1501617,10
1383,4.3601284,3.3813329,9.28596,3.442556,10
1384,4.3164825,3.5316958,8.587497,4.4341555,4
1385,4.810953,4.3014927,8.106815,3.4456527,10
1386,4.439929,2.6187825,9.031981,3.4200642,6
1387,4.0164614,4.0352883,8.544195,2.6024754,3
1388,5.07367,5.245993,10.113812,3.5983207,3
1389,4.3254285,4.5846357,7.6317945,5.16454,10
1390,4.2872634,5.3215714,8.397078,3.6479316,10
1391,4.0004377,5.592954,8.505871,3.459058,4
1392,4.2360053,3.6986237,9.80726,2.107449,3
1393,4.403475,3.8889854,7.69131,5.336835,8
1394,3.734295,5.2626963,9.049939,3.0050683,9
1395,4.0750184,3.9405546,9.197672,1.752974,7
1396,5.134902,3.4124472,8.951224,2.1918993,7
1397,4.7900367,4.9177184,8.661224,4.328107,4
1398,2.9572558,0.6795603,9.201796,2.67735,7
1399,2.975515,0.61547196,9.194747,2.6683626,4
1400,4.7120295,4.073806,7.662762,4.905217,6
1401,4.4605737,5.0620494,8.343338,4.3174653,7
1402,3.4537764,0.81650686,9.199611,3.194691,5
1403,5.7863555,3.5137131,8.4539995,3.324475,6
1404,3.8565984,4.9911623,9.75313,2.6171227,1
1405,4.166304,4.4730325,9.851928,2.0419128,10
1406,4.317593,5.3866587,8.2451515,3.8923852,3
1407,4.006171,2.4190056,9.959559,3.5174592,4
1408,4.2546086,2.621529,10.496976,2.4852405,7
1409,3.8496492,4.3343725,9.28367,2.2101347,7
1410,5.3957863,4.346011,9.096235,4.184483,9
1411,3.8548758,1.1791755,8.953709,3.1733613,9
1412,4.273941,4.5425525,7.46623,5.3510413,1
1413,5.3039145,4.1659627,9.535143,2.9125478,1
1414,4.808729,4.608546,8.182419,3.712751,3
1415,4.080563,5.600686,8.772939,3.3244014,5
1416,4.7351947,2.6437821,10.38129,3.777816,4
1417,4.222235,5.5771794,8.958688,3.5261996,5
1418,4.9665093,4.0739684,8.8849535,2.5859234,8
1419,4.2536263,4.4052925,9.101832,1.7679446,4
1420,5.624703,3.8591256,8.612554,2.598615,4
1421,3.8840551,2.6287582,9.411771,2.4218383,8
1422,3.8798847,4.4644985,9.236878,4.224269,4
1423,3.6213048,5.0613337,9.288206,2.253138,3
1424,4.4509296,4.31049,7.5569572,5.3785567,1
1425,4.1872764,4.9015355,8.111318,4.3198013,7
1426,4.9277396,3.5623312,9.537525,4.0712957,9
1427,4.0023613,4.377752,9.287191,1.8807573,6
1428,4.4590034,1.7621276,8.71618,3.8001509,8
1429,4.929812,3.4625497,9.149798,3.403263,8
1430,4.3644233,4.6059666,8.380183,3.195356,5
1431,4.735939,3.2285116,10.398859,3.3732193,8
1432,4.8314285,3.6965911,9.867795,2.3287992,4
1433,4.089248,4.8011193,8.343701,4.259773,3
1434,4.2262273,4.4911284,7.7196283,5.1616726,3
1435,4.240146,1.3967247,9.761793,2.4634933,1
1436,3.182617,0.6783057,9.365899,2.6904044,8
1437,4.787073,5.4782753,9.884844,2.795481,8
1438,4.2392306,2.3656614,8.87117,2.9935963,5
1439,4.2010417,1.214328,9.37493,3.249964,4
1440,5.0499115,5.4161825,10.245961,3.2583466,4
1441,5.5581126,3.5938833,9.100218,2.485993,3
1442,3.9778554,1.8579566,9.083725,2.784068,4
1443,4.990256,4.2161927,8.882534,3.1304507,4
1444,3.8752186,4.351458,8.629664,3.9204934,8
1445,4.005493,4.4531636,8.448543,2.5466917,5
1446,4.2134914,2.7541099,8.70343,3.0373342,5
1447,4.254458,5.625242,9.043027,2.9589322,4
1448,5.5228567,3.4698336,9.614815,2.6813364,3
1449,4.4775543,4.4675317,9.085296,2.6795957,10
1450,5.1792035,4.5798,9.559389,3.3189685,4
1451,4.2211213,5.1365066,8.239579,3.9850507,4
1452,5.3287215,5.531546,10.615291,3.6220968,8
1453,3.1089888,3.5400913,10.167132,2.4080667,8
1454,4.920049,3.7958071,9.152232,4.3024163,10
1455,3.9667652,4.678156,8.378363,3.7267048,1
1456,5.382702,4.78767,8.8046875,3.631661,10
1457,4.0677123,4.7796736,9.45477,2.8897772,6
1458,4.596875,4.2302995,8.905211,2.3628528,10
1459,5.5683756,4.4041204,9.204519,3.609379,3
1460,4.02489,4.6582437,8.683484,2.2137437,8
1461,3.8700612,5.289497,9.574039,2.4865525,9
1462,4.458148,2.1047702,9.475166,3.6364026,8
1463,4.5245876,4.751129,8.574136,3.8813055,4
1464,4.275594,4.8713946,9.860688,2.5519695,3
1465,4.4951725,2.2132533,9.500517,3.8180256,10
1466,4.3889604,4.600373,8.898787,1.9973953,6
1467,3.1608539,3.7079651,10.432477,2.455663,3
1468,4.6743875,3.9734974,9.371269,2.11629,4
1469,3.4301565,0.9843595,9.493843,3.1831071,5
1470,3.8319576,4.1284075,10.164286,2.2454042,3
1471,5.700813,3.5577133,8.2656355,3.6933525,2
1472,3.9946637,4.166748,10.150758,2.8313599,6
1473,4.512834,1.5049714,9.566659,2.501591,5
1474,4.5122375,2.058073,8.930968,3.6993027,1
1475,4.3051305,4.9826746,9.078204,2.2261534,8
1476,4.360586,4.6368585,9.375176,1.80389,1
1477,4.7675886,5.1440396,8.854171,3.6150918,1
1478,5.676821,3.4655035,9.008232,3.2445934,3
1479,3.8378146,1.0690143,9.243224,3.185002,4
1480,4.1920886,5.3901567,8.759214,3.7807329,3
1481,4.567691,3.0444512,10.341654,3.072969,5
1482,4.4115953,3.899645,9.007756,2.0118105,5
1483,5.36108,5.2590466,10.519221,3.8555224,8
1484,4.8024526,4.4277496,9.308924,2.6029484,3
1485,4.5977683,2.3707707,9.122123,2.697347,4
1486,4.4988713,2.384313,10.678871,2.86326,4
1487,4.071672,1.2027073,9.963343,2.4507666,3
1488,4.12714,1.378784,10.030746,2.3901908,2
1489,3.0938995,3.8737545,10.101633,2.4364414,3
