,Component_1,Component_2,Component_3,Component_4,label
1490,3.7924552,1.1354859,9.034563,3.2230754,5
1491,3.8004873,1.1139218,9.41009,2.7944186,3
1492,3.38547,0.70817894,9.299306,2.7372751,6
1493,4.927282,3.6577184,9.131386,1.8869609,9
1494,4.433412,4.670746,8.13501,3.891933,4
1495,4.184768,3.655338,8.0897875,4.6008,9
1496,4.3481116,8.714758,6.1852493,-0.39393222,4
1497,2.9934895,0.7375026,9.363158,2.942988,9
1498,5.1254616,5.385416,10.4003105,3.439366,4
1499,4.773836,3.210341,9.696872,3.8770769,2
1500,4.408302,1.1101563,9.288841,2.9084072,7
1501,5.3565173,4.2972736,9.094773,3.9206743,8
1502,4.508265,3.952303,9.356334,2.7512336,3
1503,4.2307606,1.6034304,9.008186,3.1077957,6
1504,4.516621,4.1051855,8.212569,3.6866803,10
1505,5.595366,4.095645,9.204763,3.140502,4
1506,3.078543,3.7108393,10.171841,2.1276836,1
1507,5.234182,4.0650225,9.318108,2.7765644,8
1508,3.1441646,3.9038434,9.923671,2.4463475,3
1509,4.3372884,4.2320538,9.240201,3.1303546,8
1510,3.8943343,1.8056811,9.344096,2.6952596,7
1511,5.0294967,4.315832,9.642167,2.3874006,8
1512,4.013801,3.544934,9.201371,3.932621,5
1513,4.588627,4.798897,8.60209,2.430208,3
1514,4.3278356,3.3224738,9.303001,2.592126,1
1515,4.4741087,2.2131891,9.406814,3.9302943,3
1516,3.283529,0.71182215,9.199388,3.1558275,7
1517,5.51172,4.1927013,8.623318,3.3771439,8
1518,4.3724957,5.3688564,8.693181,3.7844746,4
1519,4.456414,4.153896,8.759329,4.3308454,1
1520,5.2542872,4.374751,8.695051,3.7229168,8
1521,4.14704,4.4665833,8.8939295,3.251697,4
1522,4.3027163,4.271912,9.429346,2.1601121,10
1523,3.9889433,3.2805321,8.975933,3.3164558,10
1524,4.574268,3.4745204,9.384928,3.7076368,3
1525,4.576433,4.17915,9.027327,2.1969814,8
1526,5.052965,4.94652,9.39426,2.6311486,7
1527,5.3752675,3.4086752,9.339258,2.3084366,8
1528,4.286443,4.5886884,7.6963944,5.0865974,8
1529,3.1767087,4.0497293,10.085124,2.3820274,4
1530,2.9847877,0.62248,9.238677,2.9945478,1
1531,4.694125,4.827647,8.081495,3.4105368,8
1532,4.4327374,3.4149885,10.262529,2.4060256,8
1533,4.4310994,4.9804754,8.809706,2.2940376,4
1534,4.8773637,4.7721906,8.796396,4.271685,2
1535,3.773542,0.80392766,9.05723,2.902908,6
1536,4.544415,4.304307,7.860884,4.1446433,10
1537,4.0237966,2.893647,9.68196,3.3821154,8
1538,3.4171627,0.6889541,9.123786,3.0358577,4
1539,4.1622086,1.800124,9.909562,3.6415994,1
1540,4.085675,5.047178,8.246055,3.8210037,7
1541,4.5786543,4.6228557,9.646261,3.3513575,8
1542,4.192952,3.762484,9.270005,3.912514,10
1543,3.5713234,0.9555354,9.279622,2.9649153,3
1544,4.054645,4.8773556,8.15258,2.917758,3
1545,4.4686966,5.241744,8.834453,2.8261511,1
1546,3.7662158,1.3687242,9.100903,3.2134547,3
1547,4.837856,4.871387,9.247514,3.1273546,4
1548,5.4435253,3.7209375,8.776748,3.0027165,4
1549,4.055236,4.986374,8.440447,2.9349644,4
1550,3.7617223,1.460816,9.868704,2.8505595,3
1551,4.5351863,3.0752196,10.286425,2.5914323,5
1552,5.2708564,4.2369986,9.220365,3.1908038,4
1553,4.503213,3.1683197,10.2892475,2.5646486,9
1554,4.8248706,3.7353308,9.296088,3.2506456,10
1555,3.4975176,1.1491061,9.130767,3.0823634,8
1556,4.41815,4.273453,9.005754,3.3333194,4
1557,5.54479,4.39007,9.452805,3.1646724,3
1558,4.233881,5.3845863,9.432821,2.603098,10
1559,4.984817,3.4696174,9.813556,3.922451,4
1560,4.824263,4.46216,8.739763,4.432191,7
1561,2.9504297,0.6565498,9.159354,2.7463026,2
1562,5.234863,3.5621653,8.473654,3.0030317,10
1563,3.8882022,1.4672501,9.750215,3.1277325,4
1564,4.920415,3.4849837,9.511094,3.9231453,3
1565,5.1641254,3.8172162,9.514031,3.6077023,1
1566,5.2074146,3.9805095,8.243872,3.3740497,8
1567,3.814839,5.393905,9.484253,2.6164997,10
1568,3.759874,4.660226,9.529914,3.590765,7
1569,4.648527,3.0675185,10.216431,2.6894567,3
1570,5.7464004,3.5092163,8.755115,3.0969157,10
1571,4.029895,4.0311136,9.220064,3.0690627,5
1572,4.464987,4.310693,8.995624,1.9473511,5
1573,4.091978,4.8745255,8.177174,2.941593,7
1574,3.239133,3.6944883,10.081755,2.1864922,2
1575,4.046882,4.7766757,8.372832,2.812183,5
1576,4.414592,2.5850718,10.578535,2.9641926,1
1577,4.958814,3.707822,9.827708,2.8124666,8
1578,4.8055835,3.4983218,9.991464,3.5758314,3
1579,4.394659,2.317213,10.739484,3.03681,8
1580,4.1021757,5.0297503,8.059411,4.4346137,1
1581,4.492129,5.4218917,9.46387,2.6359131,3
1582,4.2180085,0.83070964,9.076237,3.064947,5
1583,4.0999303,4.9774737,8.096421,4.5021296,5
1584,3.1380582,0.6421732,9.55099,3.008872,8
1585,4.5671754,0.8610963,9.201415,3.0567229,10
1586,4.414215,4.1551595,9.1571665,2.0554574,10
1587,4.669944,4.625344,7.833306,3.6285925,5
1588,4.323052,5.2236867,8.313776,3.8125052,4
1589,3.8104522,1.5303608,9.843913,3.2783747,8
1590,5.1190495,5.2442427,10.270327,3.563181,7
1591,4.5605497,2.5227828,10.757196,3.2685683,9
1592,3.158443,0.9351888,9.566742,2.5893044,6
1593,4.2991014,4.1692863,9.977995,2.2569997,7
1594,4.349598,4.500077,9.348647,3.5405097,8
1595,4.609552,3.8973877,9.771272,2.4730375,7
1596,5.316791,3.921237,8.783821,2.2709153,5
1597,3.1808095,3.4335675,10.108679,2.430112,8
1598,4.5329757,2.8445518,9.865752,2.2777436,8
1599,3.9485204,3.7847192,9.635464,3.1605632,1
1600,5.487196,3.8406267,8.395195,2.8683267,4
1601,3.752897,5.0013986,9.396126,2.3479366,7
1602,3.9414263,5.557056,8.708233,3.3654053,4
1603,3.6088839,2.0096352,9.600354,2.7328327,10
1604,4.6760497,4.883106,9.245954,2.8964894,2
1605,5.6639743,3.2852788,9.055588,2.7779398,3
1606,4.0599623,1.0786394,10.725955,1.9887168,5
1607,3.2534254,0.7794335,9.262883,3.2021763,7
1608,5.031273,3.7798696,9.827158,3.8159988,4
1609,4.0249543,3.3670475,8.708642,3.5798454,9
1610,5.379641,4.962937,8.994478,3.580986,10
1611,3.7760503,4.935821,9.281187,2.1070585,7
1612,5.472569,3.9494474,9.722253,2.6659536,3
1613,4.1030345,2.539273,10.2030735,3.7026646,8
1614,3.218281,0.68022215,9.412309,2.7144036,6
1615,4.912581,4.8836684,8.9191475,4.0709457,2
1616,3.5345147,4.1500707,9.336758,2.2534788,5
1617,4.160375,0.8415931,8.980519,3.143372,7
1618,3.932213,3.4687526,8.822862,3.31197,4
1619,3.3194926,0.69893706,9.327909,2.7131696,10
1620,5.074566,4.5380583,9.562373,2.0615313,5
1621,3.892109,4.6248794,8.750697,2.289129,8
1622,5.5045414,3.3836617,8.837888,2.6376371,4
1623,4.386429,3.7688313,7.8036585,5.2512946,9
1624,4.2986927,8.774672,6.1257114,-0.4525285,3
1625,4.397375,8.614678,6.276789,-0.31071717,8
1626,4.2402415,5.1768556,9.089644,2.665791,8
1627,4.0744605,4.3632846,9.442812,4.075038,8
1628,4.751889,3.2276359,9.787611,3.0113208,7
1629,4.0271254,4.495689,9.576215,3.770562,8
1630,4.0719943,4.6349645,9.52582,2.8915558,8
1631,3.1054463,3.864371,10.190751,2.4160063,4
1632,3.088025,0.8525976,9.375702,3.1819205,8
1633,5.361081,4.332708,9.602672,3.6455657,4
1634,4.3849344,5.301152,9.410514,2.3953116,8
1635,4.4117217,3.8008993,9.896751,2.089477,3
1636,4.526968,1.1611366,9.175481,2.9349265,5
1637,5.4779797,3.4123044,9.624547,2.5770285,3
1638,3.8256717,5.196085,8.480224,3.478271,8
1639,4.7878656,2.5867898,8.872092,2.9572327,3
1640,4.365958,2.7111452,9.532666,2.5878477,10
1641,4.5386972,2.3757634,10.249235,3.6225002,3
1642,3.842827,4.145362,8.808281,3.6651511,6
1643,5.386326,4.1346097,9.72728,2.6548753,3
1644,3.8671215,3.8443923,8.841567,3.521888,7
1645,4.6465282,4.28378,7.8530726,3.8639963,5
1646,5.195444,4.6104813,9.382543,2.7725286,3
1647,3.7750175,4.4400144,9.856835,2.3095427,6
1648,4.8642693,3.7109993,9.864605,2.3625565,4
1649,5.2506967,3.3857176,9.365583,3.1690805,4
1650,4.2477455,1.2907766,9.978997,2.5197058,8
1651,3.8844268,4.236336,10.152147,2.3181074,3
1652,4.142802,4.7351003,8.267394,4.355357,3
1653,4.3598576,3.126649,9.270538,3.7263856,4
1654,5.6135955,3.8739233,9.487514,3.1931605,3
1655,4.4251747,1.5818249,8.918491,3.59519,3
1656,3.2541945,3.5609286,10.141097,2.4437966,10
1657,4.007909,0.95711845,9.119322,3.0349483,4
1658,4.7823153,4.94907,8.967945,4.0181236,4
1659,2.9814606,3.8621445,10.088872,2.268543,3
1660,4.8740816,4.545273,9.118254,4.1673336,1
1661,4.1188917,2.996678,10.348013,3.1056585,9
1662,4.589533,4.270702,7.703962,5.276213,3
1663,3.3604112,0.78130853,9.514903,3.058446,8
1664,5.6661987,3.4787924,8.537994,3.1130242,1
1665,3.9510772,2.3918946,9.23175,3.4806952,3
1666,4.9597287,4.9400325,9.475324,3.5333207,5
1667,4.500087,5.0512233,8.672074,2.625739,9
1668,3.7683682,3.8072839,9.974878,1.9180511,8
1669,4.2375946,5.0600543,8.094645,4.437752,4
1670,5.036548,3.6294706,8.305984,2.6910229,10
1671,4.2280107,4.513035,8.313696,4.642671,1
1672,4.3078127,5.5038223,9.042945,2.7237477,7
1673,3.4356308,0.65855503,9.175667,3.0091329,7
1674,4.1125607,2.3759239,9.982802,3.646106,10
1675,5.4075203,3.6618435,9.080101,2.2595537,7
1676,3.6629074,0.72225654,8.941506,3.3042684,3
1677,4.548148,4.7728853,9.355671,3.5506742,10
1678,5.0826154,3.107286,8.867507,2.8365254,10
1679,5.1060023,4.0940404,9.644594,2.2993166,2
1680,4.6168885,5.5488133,9.366189,2.459458,4
1681,5.5422125,4.578652,9.395142,3.62067,3
1682,4.373735,3.935557,9.28697,3.1716545,2
1683,5.44456,3.776375,8.530239,3.9358072,9
1684,5.6992984,3.436796,8.736852,3.111069,7
1685,5.1021934,4.3300695,8.68364,2.179102,7
1686,3.3775592,4.6055746,9.622394,2.3589714,9
1687,3.1441443,0.6442505,9.286234,2.8890636,5
1688,3.134908,4.040054,9.923738,2.295323,10
1689,5.1699615,4.4579644,9.597074,3.6521387,4
1690,3.8095856,1.0231091,9.105893,2.7162914,8
1691,3.4190078,1.1121107,8.951429,3.0811794,2
1692,4.5923686,4.229889,7.736442,5.230541,10
1693,4.9219847,4.74923,8.455452,3.4246113,10
1694,4.229781,5.4749136,9.22731,2.4254048,5
1695,4.787579,5.3574166,9.124276,3.0542226,3
1696,4.6005096,2.7196834,9.711409,2.5996504,4
1697,4.877635,4.9596043,9.085927,3.166447,5
1698,4.198896,4.6756735,7.741196,5.0142465,1
1699,4.163202,5.217362,9.3232765,2.193193,10
1700,3.5613558,4.686666,9.676446,2.1376097,2
1701,4.1378345,0.91713685,9.077406,3.153154,7
1702,4.895478,3.166698,9.124012,2.877465,7
1703,4.5626154,3.9421444,7.892154,4.9979916,1
1704,4.562298,2.4169765,9.311691,2.7486746,4
1705,4.18031,4.0041604,9.235291,3.2731662,4
1706,4.6491823,4.823437,9.234311,3.6764903,9
1707,5.5441136,4.39774,9.1256,3.8878255,8
1708,4.5153813,3.8435771,8.347006,4.666443,1
1709,3.6509852,0.96777886,9.049472,2.9018378,8
1710,4.48177,3.4642854,10.071282,2.290136,7
1711,3.884681,5.3444653,8.967132,2.7359183,4
1712,4.2191305,5.3447976,9.245456,2.2650666,3
1713,5.024661,4.2182875,8.546004,3.6901488,10
1714,5.70839,3.5069737,8.962766,2.7723217,8
1715,4.5476217,5.0742726,9.46057,2.0682826,9
1716,4.0069194,5.451483,9.234691,2.7909722,3
1717,3.891808,4.690276,8.480918,2.898648,3
1718,4.710083,3.9522681,9.309653,2.071064,5
1719,5.428367,4.35726,9.387791,4.129111,1
1720,4.0660396,4.1896434,8.8887615,3.6531742,1
1721,4.5270033,3.3256881,9.377198,2.9607267,9
1722,4.0326457,2.4118836,10.121157,3.6257508,4
1723,4.264383,4.2676916,9.905692,2.208496,10
1724,3.2979035,3.766616,9.895188,2.2815268,1
1725,4.767554,2.8348677,9.959724,3.883551,2
1726,3.9234254,4.014723,8.62458,3.6332824,8
1727,3.0755599,0.8089684,8.8866625,3.2730756,6
1728,4.5394115,2.4494255,10.722048,3.260178,8
1729,5.6944613,3.9219656,8.167149,3.6882467,4
1730,3.7514462,0.9164763,9.636867,2.4950101,8
1731,5.231149,5.233512,9.496789,3.810091,5
1732,3.281881,0.7781561,9.176994,3.2424057,1
1733,5.216752,5.4845095,10.511215,3.512575,3
1734,3.8865104,4.040921,8.877981,3.0212903,1
1735,4.540109,3.731272,10.014156,2.0371811,10
1736,5.744745,3.4888554,8.514089,3.292153,8
1737,4.2734265,3.5136325,8.994418,3.7491674,10
1738,3.8373883,4.110645,8.960909,2.6637874,10
1739,4.0228963,5.062797,9.724206,2.922639,10
1740,4.740691,2.454855,9.579926,3.7677782,3
1741,4.423287,2.220035,10.704177,2.7753887,3
1742,4.3672643,5.4728484,9.084991,2.8771586,6
1743,5.598966,4.4869804,8.975724,3.6362574,5
1744,3.2193825,3.755806,10.287299,2.4842167,3
1745,4.593783,3.9937449,8.268351,4.1760216,10
1746,4.4853773,2.6146677,9.466895,3.7810438,10
1747,3.888725,5.0766134,9.665309,2.3765094,4
1748,4.2936935,3.4761546,8.404851,3.4609575,4
1749,3.260799,0.68733335,9.298693,2.7057815,2
1750,3.195115,3.6831484,9.937159,2.4700103,8
1751,4.3522234,2.4831529,10.568747,3.1145616,1
1752,4.9630256,4.5058274,9.594777,1.9700867,4
1753,4.483502,4.384668,8.907388,4.0848355,3
1754,3.7772593,5.0585284,8.849889,2.8201952,4
1755,4.216188,1.722687,9.30941,2.6519415,6
1756,4.040393,1.3006352,9.047936,3.160694,5
1757,4.0117297,1.8641421,9.465785,2.9721155,8
1758,3.9869099,3.9029706,9.547506,2.287762,8
1759,5.1472745,3.7066803,9.632492,3.759767,3
1760,4.1903257,4.9754353,8.000271,4.5887194,3
1761,5.1964417,3.6930315,8.375407,2.724758,7
1762,5.394913,4.97941,9.005841,3.1177495,10
1763,3.9673617,5.2424393,9.401617,2.3537846,4
1764,5.280855,4.477972,8.936431,3.5055842,2
1765,4.3784966,4.0623903,7.5676804,5.377747,7
1766,4.6154504,3.8880062,7.764464,5.078578,3
1767,3.8080602,4.1891613,9.4974,1.9092561,10
1768,4.0763946,1.1636624,8.973856,2.9529963,9
1769,3.48894,0.7653478,9.247125,3.042262,3
1770,4.089868,0.81989044,9.119667,3.1203263,10
1771,4.776728,2.7089732,10.369602,3.4278224,7
1772,5.3888516,3.7048626,9.002969,2.1530335,5
1773,5.088097,4.4799542,9.571489,2.008285,1
1774,4.2169976,1.8706238,9.6327715,3.4559765,10
1775,5.061886,3.857655,8.857102,2.2926173,10
1776,5.207481,3.1324313,9.735512,2.9331844,10
1777,3.4146907,1.0714346,9.608341,3.1507738,4
1778,4.873019,3.9883485,9.226135,3.6967745,5
1779,5.367229,4.1872153,8.835863,2.3979926,4
1780,3.5212154,3.8346384,10.038194,1.9836762,4
1781,5.1135697,3.5819159,9.729434,2.3147633,4
1782,4.5700126,4.864732,8.750869,4.000226,1
1783,4.461216,2.909492,8.987554,3.5063498,10
1784,4.182749,3.319993,8.112171,4.367566,5
1785,4.830592,4.014365,9.81811,2.0268886,8
1786,3.826314,0.8169544,9.280567,2.8878303,8
1787,3.3354187,1.0869172,9.308388,2.6984055,8
1788,4.352161,5.451788,9.023412,2.644612,5
1789,3.7887986,4.164208,8.715772,3.151299,10
1790,4.1064267,4.1662354,9.491277,3.9260705,4
1791,3.3104088,1.8106346,8.644194,3.7167618,5
1792,3.9624026,1.6785223,8.909758,3.2272804,5
1793,5.614513,3.486522,8.559695,2.8892212,9
1794,3.1522071,3.8534756,9.821645,2.551879,5
1795,4.713986,4.8088098,8.869385,2.5682864,8
1796,3.864157,4.870647,8.559022,3.4369996,5
1797,4.3994527,3.8106387,9.071238,3.2401426,2
1798,3.2327836,0.893508,9.191889,3.131364,4
1799,4.3276505,4.5211616,7.580784,5.2673903,6
1800,3.8343804,4.975972,8.563844,3.630248,5
1801,5.1970572,3.2171948,9.025245,2.8386056,6
1802,4.3309836,3.79635,8.19862,3.955692,7
1803,4.644279,4.3820906,8.103315,2.8329034,2
1804,4.830717,4.2327495,9.588639,2.2328074,3
1805,3.684315,4.702186,9.812604,2.143925,2
1806,3.5358374,1.0411807,9.710706,2.9361906,8
1807,4.234627,4.668443,7.899398,4.8060555,1
1808,4.318765,2.143538,9.306856,2.9259067,2
1809,5.7004128,3.7663124,8.342495,3.4350908,8
1810,4.6205087,4.401572,8.016505,3.4095416,8
1811,4.0322504,4.7783313,8.320833,4.347277,8
1812,3.443208,3.4157197,9.823095,2.424376,8
1813,4.096742,5.464277,8.39051,3.6219604,1
1814,4.1678967,4.972393,8.183618,3.6522305,3
1815,4.940811,2.942771,8.803016,3.4066994,9
1816,3.1688848,0.62909627,9.535704,3.0962987,10
1817,4.119836,1.2812881,10.489619,2.2008755,3
1818,4.6342244,3.3731596,10.456128,2.8152637,10
1819,5.4892926,3.404366,8.73643,2.8099892,3
1820,4.242449,3.7500603,7.8877096,4.9369946,3
1821,4.6625557,5.202768,9.402134,2.7497933,8
1822,4.457788,0.9138287,9.10457,3.1077776,6
1823,4.344352,1.2366288,8.821565,3.304264,8
1824,3.8232143,4.4461637,9.772161,2.1365073,5
1825,3.9546497,4.334799,8.820181,2.56751,3
1826,3.8734193,1.3093342,9.828605,2.450772,7
1827,5.374628,4.1786275,9.185982,3.703117,1
1828,4.378894,4.1364346,7.527125,5.4342494,4
1829,3.5172734,0.9076898,9.120983,2.8799164,9
1830,4.2160606,5.163626,8.21854,4.1604404,5
1831,4.452909,5.081412,8.378843,3.9428232,5
1832,4.3593354,4.020766,8.789099,4.6783447,4
1833,3.9464428,2.4909751,9.865662,3.1986043,6
1834,5.6313,3.689245,9.515888,3.0123088,2
1835,4.964713,4.9345264,9.086983,3.992039,8
1836,3.4958792,1.3107808,9.897257,2.9792612,7
1837,3.397814,0.83366007,9.380167,3.2259843,8
1838,4.159441,2.5433369,9.661026,3.7058613,3
1839,5.5569606,3.6758533,8.068548,4.123529,8
1840,4.529576,4.6671085,9.590158,3.2284482,4
1841,5.313513,4.0032535,8.79401,2.848424,9
1842,4.0784855,0.88392085,9.088431,3.1250045,7
1843,3.9415145,5.046761,8.322318,3.8040524,8
1844,4.276041,4.0937495,9.549475,1.7457093,7
1845,3.2794714,0.6535985,9.401237,2.7806756,6
1846,5.3278613,3.665701,9.4292755,2.9759426,8
1847,4.5556765,2.8821986,10.428033,2.3489664,4
1848,4.3459244,5.33102,8.982446,3.687183,4
1849,3.8639712,4.713698,9.363736,1.9815345,8
1850,5.6258354,4.3560686,9.035287,3.6628258,6
1851,3.8645654,5.311389,9.600781,2.472046,10
1852,4.692371,3.9325361,9.779497,2.1201992,10
1853,5.440807,4.0133233,8.736804,2.3526638,9
1854,5.6392283,4.5287485,9.162847,3.807665,10
1855,3.6900475,4.5025506,9.367783,2.077199,6
1856,3.9606543,4.5694623,9.313311,2.019117,5
1857,4.885026,4.1706967,8.891002,2.7850604,4
1858,4.4409957,2.0447848,9.181009,3.8881452,9
1859,4.0274343,3.5363374,9.520287,3.8663452,9
1860,4.615507,3.1222956,9.707684,3.933272,1
1861,4.199915,3.8326104,9.058623,2.7041082,7
1862,4.6537175,2.86785,9.061258,3.873237,10
1863,5.0638294,4.867331,9.25101,2.8547955,8
1864,4.9093533,3.134164,9.038813,2.6965725,6
1865,5.246888,5.156214,9.423692,3.9148839,3
1866,4.060752,5.1701446,8.362733,3.7423267,2
1867,4.8165855,4.453968,7.9477677,3.6431882,3
1868,4.7950974,4.2124634,9.091004,2.5213816,3
1869,3.6746266,4.1538806,9.204106,3.3037868,4
1870,3.8765588,5.4294295,8.70948,3.2247972,7
1871,4.3320136,4.70757,8.380718,2.6727564,5
1872,4.131459,3.581907,8.79224,3.5895474,6
1873,5.217918,3.1910007,9.56638,2.4109895,2
1874,3.3031886,0.5772436,9.236642,3.1076455,6
1875,4.577139,3.291263,10.348437,2.7750604,3
1876,4.2874117,3.739953,9.69512,2.2319727,2
1877,4.1455464,3.6346939,8.088712,4.5097065,10
1878,4.461166,4.565455,8.929999,4.1560955,7
1879,4.0734653,4.680493,8.470299,2.6846688,5
1880,4.192024,2.0263603,9.054141,2.698184,4
1881,4.302913,4.683254,7.765379,5.0362034,9
1882,4.6647854,4.626012,8.283541,2.5775936,1
1883,3.2353973,0.8013172,9.455398,2.6777365,10
1884,5.3673253,4.5655637,9.760376,3.9671068,7
1885,4.059521,2.4180415,10.06873,3.614673,10
1886,3.2740664,0.8224102,8.989683,2.9038098,4
1887,3.2977388,0.9853901,9.11718,2.9516833,8
1888,4.331179,5.12241,8.953505,2.3810983,7
1889,4.613373,4.406505,9.303432,2.2660134,8
1890,4.398294,3.685464,7.66239,5.330148,2
1891,4.564792,4.9259615,8.692007,3.56054,7
1892,3.0493634,3.7102816,10.314105,2.178705,9
1893,4.708884,3.6451054,9.295323,4.0718703,3
1894,4.630349,2.4206984,9.787188,3.81105,4
1895,4.3210917,3.3463736,8.976299,3.2989864,10
1896,4.6523876,2.409469,9.416348,2.5139852,4
1897,4.48152,2.648946,9.299985,3.4420109,5
1898,5.479396,3.4959254,9.42506,2.6316667,9
1899,4.070426,5.0763063,8.52265,3.0286736,10
1900,4.1051264,1.8362626,8.9332285,2.8986824,8
1901,4.1065273,1.2067019,10.582258,2.132603,3
1902,4.652172,4.305885,7.9027987,3.970659,3
1903,4.3023653,4.033577,9.67993,2.4384115,1
1904,4.6544366,3.3911755,10.47882,2.8766243,8
1905,4.4636183,2.2128007,10.751407,2.8000424,4
1906,5.317508,5.4991813,10.612096,3.6520786,3
1907,3.316431,1.0639466,9.682929,2.7546375,4
1908,5.222947,4.3848376,8.883239,3.4157043,10
1909,4.9603524,4.033198,8.0920105,4.7548513,3
1910,4.0106635,5.338203,8.895738,3.8853364,5
1911,4.674011,5.11691,9.301279,3.581383,6
1912,5.6190624,3.5919118,8.380993,3.727947,5
1913,3.8153787,5.4844766,9.070648,3.023931,8
1914,4.4545593,2.2493882,10.682485,2.7440236,1
1915,4.316456,5.1164265,9.034083,3.3530242,4
1916,4.379429,4.4953737,9.6069,3.6622367,7
1917,3.2319648,0.64748526,9.35401,2.803911,6
1918,5.550323,3.7784922,9.5211315,2.694521,10
1919,5.4712496,4.305512,9.142309,3.9801798,9
1920,3.9722073,5.4362254,8.569977,3.4140809,5
1921,4.0726395,2.063279,9.2375765,2.921257,7
1922,3.7262948,1.0678102,9.631787,2.3948803,8
1923,5.4867406,3.3587272,8.720053,2.8682652,8
1924,4.7122326,3.7880425,8.874864,2.0721252,9
1925,4.355766,1.3110738,8.873511,3.3202457,3
1926,3.9709713,4.6517754,8.70517,3.294857,4
1927,5.6577635,3.6444058,8.245541,3.7124455,2
1928,4.8997397,3.0111625,9.698665,3.2143981,5
1929,4.0779,4.203927,10.10491,3.4465277,3
1930,4.527054,4.240978,8.982449,2.1460557,8
1931,4.414567,3.770552,8.548334,2.7784035,9
1932,3.657231,3.3112447,9.340155,2.3325262,4
1933,4.4128504,3.8248742,7.97697,5.0491486,4
1934,5.3212843,4.1092772,9.184345,3.7176297,2
1935,4.5366197,4.5747323,8.645719,4.1689553,9
1936,5.059959,4.450379,9.645096,3.2965128,3
1937,4.129091,4.534566,8.121773,4.555381,3
1938,3.5576432,0.7428314,8.9447365,3.3349009,7
1939,4.852158,5.1196146,9.522965,2.16703,3
1940,4.6102977,2.6411219,10.656132,3.2813358,6
1941,4.258572,4.9634857,8.417393,4.4552884,10
1942,4.240598,3.926675,8.7277355,2.995046,1
1943,4.7836437,4.7958393,8.083511,4.216138,8
1944,4.7768245,3.2277722,10.327966,3.5251503,3
1945,3.7855442,1.0732783,9.343394,3.0777888,10
1946,3.5432303,0.67106736,9.489864,2.853601,4
1947,3.7956023,4.031838,8.731044,3.143238,3
1948,4.3330913,5.1616993,9.299809,2.196345,8
1949,4.5000157,4.4640927,9.509245,2.0891402,3
1950,5.213119,3.6941926,8.411727,2.679905,3
1951,5.5017943,3.3518238,8.733416,2.885012,4
1952,4.3603463,8.7030945,6.1970925,-0.38132262,4
1953,4.04557,1.3597434,8.999922,3.0363457,7
1954,4.034455,4.467494,8.523296,4.3490148,1
1955,4.6493425,2.470253,9.744956,3.8251786,8
1956,4.372068,5.389784,9.068539,2.7883718,8
1957,4.583236,4.1730795,8.392327,2.654167,10
1958,5.3797913,4.1537967,9.161823,3.7200253,3
1959,4.457682,4.0752134,7.6836195,5.132898,4
1960,3.984812,3.8120701,9.871589,2.0771244,10
1961,4.1642966,1.3453668,9.042323,3.0537448,8
1962,5.3586135,3.600913,9.532157,3.1744883,1
1963,3.9831705,1.9532266,9.408918,2.510461,7
1964,5.6331134,4.53657,9.314871,3.5330803,4
1965,4.165555,4.2354383,9.517804,3.437267,8
1966,4.071995,1.2385353,9.643889,3.0390956,5
1967,5.3109536,3.7259376,9.540106,3.1849554,8
1968,3.5406377,1.0628979,9.670256,2.9485416,9
1969,3.746797,2.7670586,10.134532,2.3449202,4
1970,3.4831336,1.020016,9.480755,2.3579154,4
1971,4.074201,4.189431,9.581293,3.8988347,8
1972,4.508119,2.3985906,9.531952,3.6700099,3
1973,3.8727667,4.944939,8.275813,3.710611,8
1974,3.8658483,4.089839,9.330453,2.2534137,8
1975,3.1294994,2.9736097,10.085953,2.3978138,7
1976,4.345609,8.725343,6.1751037,-0.40373468,10
1977,4.0222898,4.786006,8.769722,4.222514,10
1978,3.2448819,1.1175592,9.360249,3.1889844,9
1979,4.321651,3.904684,9.070042,2.4134464,3
